sid,Maximum Correlation
16994,0.999252268111288
17000,0.6507706620252571
24457,0.9088998931524618
24461,0.6815872670126051
24476,0.9968403106661382
24500,0.9643954511764015
24511,0.9967721770403334
24525,0.9992328250277535
24535,0.8498220293456143
24540,0.8258712547678878
24545,1.0
