record_time,app_id,sid,total_req_count,error_count,resp_time_sum,is_eb_breached,is_response_breached
1706037900000,16605,16982,402.0,0,12.841,0,1
1706038200000,16605,16982,85.0,0,2.912,0,1
1706039400000,16605,16982,406.0,0,12.245999999999999,0,1
1706039700000,16605,16982,444.0,0,13.261,0,1
1706040000000,16605,16982,440.0,0,14.366000000000001,0,1
1706040300000,16605,16982,495.0,0,14.901999999999997,0,1
1706040600000,16605,16982,505.0,0,14.735000000000001,0,1
1706040900000,16605,16982,497.0,0,14.442,0,1
1706041200000,16605,16982,541.0,0,16.264,0,1
1706041500000,16605,16982,540.0,0,16.74,0,1
1706041800000,16605,16982,112.0,0,3.189,0,1
1706037900000,16605,16985,360.0,0,0.937,0,1
1706038200000,16605,16985,72.0,0,0.183,0,1
1706039400000,16605,16985,360.0,0,0.9510000000000001,0,1
1706039700000,16605,16985,360.0,0,0.9199999999999999,0,1
1706040000000,16605,16985,361.0,0,0.96,0,1
1706040300000,16605,16985,359.0,0,0.9329999999999998,0,1
1706040600000,16605,16985,360.0,0,0.929,0,1
1706040900000,16605,16985,360.0,0,0.944,0,1
1706041200000,16605,16985,360.0,0,0.9429999999999998,0,1
1706041500000,16605,16985,360.0,0,0.9159999999999999,0,1
1706041800000,16605,16985,72.0,0,0.189,0,1
1706037900000,16605,16987,1129.0,0,20.426,0,1
1706038200000,16605,16987,240.0,0,4.015,0,1
1706039400000,16605,16987,1110.0,0,20.45,0,1
1706039700000,16605,16987,1301.0,0,23.376000000000005,0,1
1706040000000,16605,16987,1314.0,0,23.832,0,1
1706040300000,16605,16987,1345.0,0,23.779000000000003,0,1
1706040600000,16605,16987,1328.0,0,24.432,0,1
1706040900000,16605,16987,1290.0,0,22.59,0,1
1706041200000,16605,16987,1341.0,0,24.608,0,1
1706041500000,16605,16987,1343.0,0,25.028999999999996,0,1
1706041800000,16605,16987,323.0,0,5.573,0,1
1706037900000,16605,16988,17.0,0,0.022000000000000002,0,1
1706038200000,16605,16988,8.0,0,0.011,0,1
1706039400000,16605,16988,27.0,0,0.037,0,1
1706039700000,16605,16988,23.0,0,0.027,0,1
1706040000000,16605,16988,25.0,0,0.027,0,1
1706040300000,16605,16988,25.0,0,0.032,0,1
1706040600000,16605,16988,28.0,0,0.026999999999999996,0,1
1706040900000,16605,16988,25.0,0,0.026000000000000002,0,1
1706041200000,16605,16988,34.0,0,0.041,0,1
1706041500000,16605,16988,28.0,0,0.025,0,1
1706041800000,16605,16988,8.0,0,0.006,0,1
1706037300000,16605,16990,2586.0,0,8.715,0,1
1706037600000,16605,16990,3301.0,0,11.020000000000001,0,1
1706037900000,16605,16990,3234.0,0,11.51,0,1
1706038200000,16605,16990,587.0,0,1.988,0,1
1706039400000,16605,16990,3403.0,0,11.267,0,1
1706039700000,16605,16990,3615.0,0,12.242,0,1
1706040000000,16605,16990,3678.0,0,12.231000000000002,0,1
1706040300000,16605,16990,3890.0,0,13.677999999999999,0,1
1706040600000,16605,16990,4008.0,0,13.456,0,1
1706040900000,16605,16990,3842.0,0,13.32,0,1
1706041200000,16605,16990,46350.0,0,4317.512,0,1
1706041500000,16605,16990,47748.0,0,4488.537,0,1
1706041800000,16605,16990,9394.0,0,905.1080000000001,0,1
1706037900000,16605,16992,17.0,0,0.34800000000000003,0,1
1706038200000,16605,16992,8.0,0,0.183,0,1
1706039400000,16605,16992,27.0,0,0.64,0,1
1706039700000,16605,16992,23.0,0,0.455,0,1
1706040000000,16605,16992,25.0,0,0.479,0,1
1706040300000,16605,16992,25.0,0,0.621,0,1
1706040600000,16605,16992,28.0,0,0.472,0,1
1706040900000,16605,16992,25.0,0,0.504,0,1
1706041200000,16605,16992,34.0,0,0.781,0,1
1706041500000,16605,16992,28.0,0,0.47900000000000004,0,1
1706041800000,16605,16992,8.0,0,0.13,0,1
1706037900000,16605,16993,748.0,0,54.379999999999995,0,1
1706038200000,16605,16993,197.0,0,14.742,0,1
1706039400000,16605,16993,718.0,0,62.27700000000001,0,1
1706039700000,16605,16993,789.0,0,59.876,0,1
1706040000000,16605,16993,786.0,0,62.968,0,1
1706040300000,16605,16993,813.0,0,63.635999999999996,0,1
1706040600000,16605,16993,810.0,0,67.499,0,1
1706040900000,16605,16993,815.0,0,67.95599999999999,0,1
1706041200000,16605,16993,859.0,0,77.473,0,1
1706041500000,16605,16993,912.0,0,76.10900000000001,0,1
1706041800000,16605,16993,189.0,0,14.27,0,1
1706037900000,16605,16994,803.0,401,270.599,1,0
1706038200000,16605,16994,151.0,66,52.685,1,0
1706039400000,16605,16994,836.0,430,280.547,1,0
1706039700000,16605,16994,887.0,443,296.471,1,0
1706040000000,16605,16994,901.0,461,307.686,1,0
1706040300000,16605,16994,1007.0,512,341.88300000000004,1,0
1706040600000,16605,16994,1042.0,537,341.204,1,0
1706040900000,16605,16994,1025.0,528,343.40199999999993,1,0
1706041200000,16605,16994,1060.0,519,384.26099999999997,1,0
1706041500000,16605,16994,1071.0,530,389.83899999999994,1,0
1706041800000,16605,16994,236.0,125,86.182,1,0
1706037300000,16605,16982,348.0,0,10.854,0,1
1706037600000,16605,16982,454.0,0,13.606000000000002,0,1
1706038500000,16605,16982,350.0,0,10.021,0,1
1706038800000,16605,16982,397.0,0,12.079,0,1
1706039100000,16605,16982,441.0,0,13.315000000000001,0,1
1706039100000,16605,16984,1.0,0,0.003,0,1
1706037300000,16605,16985,288.0,0,0.754,0,1
1706037600000,16605,16985,360.0,0,0.9369999999999998,0,1
1706038500000,16605,16985,288.0,0,0.7490000000000001,0,1
1706038800000,16605,16985,360.0,0,0.933,0,1
1706039100000,16605,16985,360.0,0,0.9830000000000001,0,1
1706037300000,16605,16987,919.0,0,15.4,0,1
1706037600000,16605,16987,1156.0,0,21.099,0,1
1706038500000,16605,16987,966.0,0,17.540999999999997,0,1
1706038800000,16605,16987,1142.0,0,20.424,0,1
1706039100000,16605,16987,1165.0,0,20.717,0,1
1706037300000,16605,16988,20.0,0,0.018000000000000002,0,1
1706037600000,16605,16988,29.0,0,0.036,0,1
1706038500000,16605,16988,30.0,0,0.038,0,1
1706038800000,16605,16988,13.0,0,0.019,0,1
1706039100000,16605,16988,20.0,0,0.028,0,1
1706038500000,16605,16990,2690.0,0,8.992,0,1
1706038800000,16605,16990,3363.0,0,11.161000000000001,0,1
1706039100000,16605,16990,3287.0,0,11.216,0,1
1706037300000,16605,16992,20.0,0,0.28300000000000003,0,1
1706037600000,16605,16992,29.0,0,0.635,0,1
1706038500000,16605,16992,30.0,0,0.634,0,1
1706038800000,16605,16992,13.0,0,0.287,0,1
1706039100000,16605,16992,20.0,0,0.431,0,1
1706037300000,16605,16993,636.0,0,53.419,0,1
1706037600000,16605,16993,775.0,0,76.022,0,1
1706038500000,16605,16993,640.0,0,53.753,0,1
1706038800000,16605,16993,773.0,0,65.956,0,1
1706039100000,16605,16993,707.0,0,57.888000000000005,0,1
1706037300000,16605,16994,667.0,319,230.905,1,0
1706037600000,16605,16994,868.0,414,291.299,1,0
1706038500000,16605,16994,661.0,312,222.167,1,0
1706038800000,16605,16994,811.0,414,273.898,1,0
1706039100000,16605,16994,858.0,417,287.04099999999994,1,0
1706034600000,16605,16995,60.0,0,4.646000000000001,0,1
1706034900000,16605,16995,44.0,0,2.364,0,1
1706035200000,16605,16995,56.0,0,3.268,0,1
1706035500000,16605,16995,68.0,0,3.8020000000000005,0,1
1706035800000,16605,16995,20.0,0,0.998,0,1
1706036100000,16605,16995,62.0,0,3.7539999999999996,0,1
1706036400000,16605,16995,26.0,0,1.7480000000000004,0,1
1706036700000,16605,16995,38.0,0,3.6119999999999997,0,1
1706037000000,16605,16995,28.0,0,1.724,0,1
1706037300000,16605,16995,58.0,0,2.6740000000000004,0,1
1706037600000,16605,16995,58.0,0,4.928,0,1
1706037900000,16605,16995,34.0,0,3.3,0,1
1706038200000,16605,16995,50.0,0,3.3619999999999997,0,1
1706038500000,16605,16995,72.0,0,3.7860000000000005,0,1
1706038800000,16605,16995,26.0,0,1.748,0,1
1706039100000,16605,16995,114.0,0,6.378,0,1
1706039400000,16605,16995,54.0,0,4.01,0,1
1706039700000,16605,16995,58.0,0,2.588,0,1
1706040000000,16605,16995,50.0,0,2.694,0,1
1706040300000,16605,16995,50.0,0,3.4099999999999997,0,1
1706040600000,16605,16995,56.0,0,3.5679999999999996,0,1
1706040900000,16605,16995,50.0,0,2.8300000000000005,0,1
1706041200000,16605,16995,68.0,0,3.618,0,1
1706041500000,16605,16995,58.0,0,3.0580000000000003,0,1
1706041800000,16605,16995,46.0,0,1.826,0,1
1706042100000,16605,16995,40.0,0,1.978,0,1
1706042400000,16605,16995,52.0,0,2.8619999999999997,0,1
1706042700000,16605,16995,62.0,0,3.166000000000001,0,1
1706043000000,16605,16995,82.0,0,5.4719999999999995,0,1
1706043300000,16605,16995,46.0,0,3.672,0,1
1706043600000,16605,16995,58.0,0,2.8120000000000003,0,1
1706043900000,16605,16995,66.0,0,4.216,0,1
1706044200000,16605,16995,48.0,0,3.012,0,1
1706044500000,16605,16995,48.0,0,2.9060000000000006,0,1
1706044800000,16605,16995,52.0,0,2.918,0,1
1706045100000,16605,16995,86.0,0,3.8460000000000005,0,1
1706045400000,16605,16995,92.0,0,5.509999999999999,0,1
1706034600000,16605,16997,54.0,0,2.0700000000000003,0,1
1706034900000,16605,16997,58.0,0,2.016,0,1
1706035200000,16605,16997,36.0,0,1.494,0,1
1706035500000,16605,16997,58.0,0,2.2540000000000004,0,1
1706035800000,16605,16997,28.0,0,1.3499999999999999,0,1
1706036100000,16605,16997,40.0,0,1.1059999999999999,0,1
1706036400000,16605,16997,34.0,0,2.1719999999999997,0,1
1706036700000,16605,16997,26.0,0,0.7399999999999999,0,1
1706037000000,16605,16997,18.0,0,0.5,0,1
1706037300000,16605,16997,16.0,0,0.642,0,1
1706037600000,16605,16997,44.0,0,2.3499999999999996,0,1
1706037900000,16605,16997,40.0,0,0.8400000000000001,0,1
1706038200000,16605,16997,70.0,0,2.216,0,1
1706038500000,16605,16997,46.0,0,1.776,0,1
1706038800000,16605,16997,42.0,0,0.962,0,1
1706039100000,16605,16997,82.0,0,2.692,0,1
1706039400000,16605,16997,46.0,0,1.6739999999999997,0,1
1706039700000,16605,16997,42.0,0,1.2600000000000002,0,1
1706040000000,16605,16997,34.0,0,0.966,0,1
1706040300000,16605,16997,44.0,0,1.6559999999999997,0,1
1706040600000,16605,16997,82.0,0,2.762,0,1
1706040900000,16605,16997,64.0,0,2.8640000000000003,0,1
1706041200000,16605,16997,96.0,0,2.22,0,1
1706041500000,16605,16997,54.0,0,1.4420000000000002,0,1
1706041800000,16605,16997,42.0,0,1.17,0,1
1706042100000,16605,16997,118.0,0,3.7640000000000002,0,1
1706042400000,16605,16997,48.0,0,1.444,0,1
1706042700000,16605,16997,40.0,0,1.006,0,1
1706043000000,16605,16997,100.0,0,4.064,0,1
1706043300000,16605,16997,70.0,0,1.9580000000000002,0,1
1706043600000,16605,16997,64.0,0,2.2380000000000004,0,1
1706043900000,16605,16997,76.0,0,1.794,0,1
1706044200000,16605,16997,112.0,0,3.912,0,1
1706044500000,16605,16997,94.0,0,3.37,0,1
1706044800000,16605,16997,58.0,0,1.6139999999999999,0,1
1706045100000,16605,16997,88.0,0,3.274,0,1
1706045400000,16605,16997,42.0,0,2.628,0,1
1706039100000,16605,16998,4.0,0,0.01,0,1
1706034600000,16605,16999,2188.0,14,108.344,0,1
1706034900000,16605,16999,1672.0,0,81.606,0,1
1706035200000,16605,16999,2296.0,12,115.23200000000001,0,1
1706035500000,16605,16999,1614.0,4,78.004,0,1
1706035800000,16605,16999,2236.0,6,110.77000000000001,0,1
1706036100000,16605,16999,1642.0,6,80.496,0,1
1706036400000,16605,16999,1954.0,16,96.534,0,1
1706036700000,16605,16999,1946.0,12,96.11800000000001,0,1
1706037000000,16605,16999,2222.0,4,109.30999999999999,0,1
1706037300000,16605,16999,1898.0,2,92.08800000000001,0,1
1706037600000,16605,16999,2146.0,0,105.60999999999999,0,1
1706037900000,16605,16999,1920.0,4,95.746,0,1
1706038200000,16605,16999,2152.0,4,105.69,0,1
1706038500000,16605,16999,2020.0,4,100.20800000000001,0,1
1706038800000,16605,16999,2194.0,4,109.48599999999999,0,1
1706039100000,16605,16999,2168.0,10,106.084,0,1
1706039400000,16605,16999,2508.0,12,124.46,0,1
1706039700000,16605,16999,2214.0,12,108.164,0,1
1706040000000,16605,16999,2704.0,12,135.328,0,1
1706040300000,16605,16999,2674.0,4,132.83800000000002,0,1
1706040600000,16605,16999,2926.0,4,146.47799999999998,0,1
1706040900000,16605,16999,3262.0,8,159.414,0,1
1706041200000,16605,16999,2940.0,18,152.614,0,1
1706041500000,16605,16999,3558.0,10,202.82,0,1
1706041800000,16605,16999,2886.0,10,192.802,0,1
1706042100000,16605,16999,4314.0,8,403.272,0,1
1706042400000,16605,16999,3542.0,14,181.96999999999997,0,1
1706042700000,16605,16999,4934.0,16,248.07999999999998,0,1
1706043000000,16605,16999,3790.0,8,186.79800000000003,0,1
1706043300000,16605,16999,5210.0,2,254.892,0,1
1706043600000,16605,16999,5260.0,10,257.982,0,1
1706043900000,16605,16999,6256.0,22,308.92,0,1
1706044200000,16605,16999,6254.0,22,305.49199999999996,0,1
1706044500000,16605,16999,6822.0,28,335.032,0,1
1706044800000,16605,16999,8228.0,26,403.24399999999997,0,1
1706045100000,16605,16999,8518.0,8,420.59400000000005,0,1
1706045400000,16605,16999,8396.0,26,411.73,0,1
1706041500000,16605,17000,4.0,0,0.0,0,0
1706039100000,16605,24452,12.0,0,0.054,0,1
1706039700000,16605,24452,4.0,0,0.008,0,1
1706034600000,16605,24454,198.0,0,1.474,0,1
1706034900000,16605,24454,302.0,0,2.17,0,1
1706035200000,16605,24454,180.0,0,1.298,0,1
1706035500000,16605,24454,282.0,0,2.186,0,1
