sid,Maximum Correlation
16994,0.9940738770997096
16999,0.9524609117810802
24476,0.947650269852739
24511,0.9384886759154834
24520,0.9997988283622996
24523,0.9997242986055425
24525,0.9988490633552235
24535,0.8119593945173261
