record_time,app_id,sid,total_req_count,error_count,resp_time_sum,is_eb_breached,is_response_breached,fivemin_timestamp,hour_timestamp,day_timestamp
2024-01-23 18:30:00,16605,16995,60.0,0,4.646000000000001,0,1,1706034600000,1706032800000,1705968000000
2024-01-23 18:35:00,16605,16995,44.0,0,2.364,0,1,1706034900000,1706032800000,1705968000000
2024-01-23 18:40:00,16605,16995,56.0,0,3.268,0,1,1706035200000,1706032800000,1705968000000
2024-01-23 18:45:00,16605,16995,68.0,0,3.8020000000000005,0,1,1706035500000,1706032800000,1705968000000
2024-01-23 18:50:00,16605,16995,20.0,0,0.998,0,1,1706035800000,1706032800000,1705968000000
2024-01-23 18:55:00,16605,16995,62.0,0,3.7539999999999996,0,1,1706036100000,1706032800000,1705968000000
2024-01-23 19:00:00,16605,16995,26.0,0,1.7480000000000004,0,1,1706036400000,1706036400000,1705968000000
2024-01-23 19:05:00,16605,16995,38.0,0,3.6119999999999997,0,1,1706036700000,1706036400000,1705968000000
2024-01-23 19:10:00,16605,16995,28.0,0,1.724,0,1,1706037000000,1706036400000,1705968000000
2024-01-23 19:15:00,16605,16995,58.0,0,2.6740000000000004,0,1,1706037300000,1706036400000,1705968000000
2024-01-23 19:20:00,16605,16995,58.0,0,4.928,0,1,1706037600000,1706036400000,1705968000000
2024-01-23 19:25:00,16605,16995,34.0,0,3.3,0,1,1706037900000,1706036400000,1705968000000
2024-01-23 19:30:00,16605,16995,50.0,0,3.3619999999999997,0,1,1706038200000,1706036400000,1705968000000
2024-01-23 19:35:00,16605,16995,72.0,0,3.7860000000000005,0,1,1706038500000,1706036400000,1705968000000
2024-01-23 19:40:00,16605,16995,26.0,0,1.748,0,1,1706038800000,1706036400000,1705968000000
2024-01-23 19:45:00,16605,16995,114.0,0,6.378,0,1,1706039100000,1706036400000,1705968000000
2024-01-23 19:50:00,16605,16995,54.0,0,4.01,0,1,1706039400000,1706036400000,1705968000000
2024-01-23 19:55:00,16605,16995,58.0,0,2.588,0,1,1706039700000,1706036400000,1705968000000
2024-01-23 20:00:00,16605,16995,50.0,0,2.694,0,1,1706040000000,1706040000000,1705968000000
2024-01-23 20:05:00,16605,16995,50.0,0,3.4099999999999997,0,1,1706040300000,1706040000000,1705968000000
2024-01-23 20:10:00,16605,16995,56.0,0,3.5679999999999996,0,1,1706040600000,1706040000000,1705968000000
2024-01-23 20:15:00,16605,16995,50.0,0,2.8300000000000005,0,1,1706040900000,1706040000000,1705968000000
2024-01-23 20:20:00,16605,16995,68.0,0,3.618,0,1,1706041200000,1706040000000,1705968000000
2024-01-23 20:25:00,16605,16995,58.0,0,3.0580000000000003,0,1,1706041500000,1706040000000,1705968000000
2024-01-23 20:30:00,16605,16995,46.0,0,1.826,0,1,1706041800000,1706040000000,1705968000000
2024-01-23 20:35:00,16605,16995,40.0,0,1.978,0,1,1706042100000,1706040000000,1705968000000
2024-01-23 20:40:00,16605,16995,52.0,0,2.8619999999999997,0,1,1706042400000,1706040000000,1705968000000
2024-01-23 20:45:00,16605,16995,62.0,0,3.166000000000001,0,1,1706042700000,1706040000000,1705968000000
2024-01-23 20:50:00,16605,16995,82.0,0,5.4719999999999995,0,1,1706043000000,1706040000000,1705968000000
2024-01-23 20:55:00,16605,16995,46.0,0,3.672,0,1,1706043300000,1706040000000,1705968000000
2024-01-23 21:00:00,16605,16995,58.0,0,2.8120000000000003,0,1,1706043600000,1706043600000,1705968000000
2024-01-23 21:05:00,16605,16995,66.0,0,4.216,0,1,1706043900000,1706043600000,1705968000000
2024-01-23 21:10:00,16605,16995,48.0,0,3.012,0,1,1706044200000,1706043600000,1705968000000
2024-01-23 21:15:00,16605,16995,48.0,0,2.9060000000000006,0,1,1706044500000,1706043600000,1705968000000
2024-01-23 21:20:00,16605,16995,52.0,0,2.918,0,1,1706044800000,1706043600000,1705968000000
2024-01-23 21:25:00,16605,16995,86.0,0,3.8460000000000005,0,1,1706045100000,1706043600000,1705968000000
2024-01-23 21:30:00,16605,16995,92.0,0,5.509999999999999,0,1,1706045400000,1706043600000,1705968000000
