sid,Maximum Correlation
1008,0.9821240997884026
1021,0.9369629777539991
1034,0.9931872939803893
1036,0.9944475404287675
1039,0.9912517219012029
1042,0.26233118809360034
1046,0.983547199300956
1048,0.9535824055529687
1051,0.9936258330178794
1059,0.9939759167579775
1066,0.8198863735262073
1068,0.9639439027934849
1084,0.9179479360046042
1091,0.983095888568596
1099,0.44292364589178285
1100,0.9940542250476584
1103,0.9939592687203839
