record_time,app_id,sid,total_req_count,error_count,resp_time_sum,is_eb_breached,is_response_breached,fivemin_timestamp,hour_timestamp,day_timestamp
2023-12-03 02:20:00,753,1008,31980,545,475.964,0,0,1701570000000.0,1701568800000,1701561600000
2023-12-03 05:06:40,753,1008,30839,450,415.385,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32120,538,435.758,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32076,668,433.067,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,33644,564,454.421,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32683,631,443.565,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,30894,570,418.031,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,30835,640,421.119,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,29790,576,402.301,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,33556,545,464.178,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,34455,533,526.753,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,34373,651,516.515,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,33587,562,472.683,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,35324,796,517.065,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,30955,561,416.574,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,31772,582,515.81,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,34904,589,538.12,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,31693,534,429.096,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,36338,738,571.054,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,30155,485,406.941,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,33885,595,463.963,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,30710,541,421.123,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,30522,560,411.789,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32702,543,449.729,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,33082,626,465.189,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32786,528,450.186,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,31968,522,484.639,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,36432,813,546.906,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32180,558,440.122,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,33005,663,450.147,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,31912,438,443.282,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32481,438,450.551,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 05:06:40,753,1008,32171,507,444.66,0,0,1701580000000.0,1701579600000,1701561600000
2023-12-03 07:53:20,753,1008,168545,2951,3602.008,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,132817,2216,2785.922,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,144647,2470,2663.96,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,43584,711,745.539,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,96041,1599,1919.539,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,29543,514,395.624,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,114383,1866,1972.485,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,30689,547,416.441,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,35700,563,512.736,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,38736,503,579.306,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,36211,560,540.424,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,35218,495,515.029,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,40050,637,622.428,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,35623,520,506.673,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,34881,574,491.528,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,34913,582,490.33,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,30209,524,407.08,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,35700,464,534.972,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,59227,680,952.755,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,97707,1447,1735.38,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,52531,532,839.46,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,169761,2837,3472.057,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,150295,2550,3029.096,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,159622,2714,3286.474,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,161013,2757,3340.912,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,30015,521,404.418,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,39129,619,591.301,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,151609,2573,3109.951,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,119729,2187,2398.142,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,29791,480,404.119,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,35917,536,505.636,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,34466,568,480.593,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,29798,504,400.798,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 07:53:20,753,1008,30053,477,406.299,0,0,1701590000000.0,1701586800000,1701561600000
2023-12-03 10:40:00,753,1008,40283,684,592.668,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,40555,640,590.014,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39690,661,578.122,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,40774,661,583.387,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,40552,710,578.279,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39373,627,552.619,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,37110,500,539.24,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,36252,533,515.214,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,38347,699,543.512,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,38654,695,540.063,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39205,687,561.111,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39078,696,539.416,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39758,760,571.664,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39888,762,571.806,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,41371,724,576.933,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,40985,799,567.644,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,39686,633,567.573,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,41168,759,569.968,0,0,1701600000000.0,1701597600000,1701561600000
2023-12-03 10:40:00,753,1008,38715,612,561.307,0,0,1701600000000.0,1701597600000,1701561600000
