sid,Maximum Correlation
1008,0.7643055084483549
1021,0.9732547462226225
1034,0.998373384638395
1036,0.9994990707781696
1039,0.7245843911977059
1042,0.7920796892588353
1046,0.9037935001681527
1048,0.7761780861429477
1051,0.9994991244826897
1059,0.8861882231019078
1066,0.8060100254352144
1068,0.7073468960344073
1084,0.7642836883390726
1091,0.8198358764108981
1099,1.0
1100,0.8892744931336676
1103,0.9984205165463133
