sid,Maximum Correlation
1021,0.7324571273340196
1034,0.965620376233131
1036,0.9969132275709137
1051,0.9969135138135135
1059,0.7947690065526155
1062,0.9556724578304433
1066,0.6517178882980877
1081,0.8040629226671142
1100,0.7992659546875319
1103,0.9646112628966528
