sid,Maximum Correlation
1021,0.8707679491325008
1034,0.9537434496607021
1036,0.9961181434536878
1051,0.9953398946608589
1059,0.9761803726186138
1062,0.5533086427449861
1066,0.3751453328876229
1081,0.8075572103710169
1100,0.98699447190154
1103,0.9699262085467145
